,Unnamed: 0,en,ru,EasyNMT_3,EasyNMT_5,EasyNMT_10,3_score,5_score,10_score
1463,1463,"Happy birthday, Muiriel!","С днём рождения, Мюриэл!","С днем рождения, Мюриэль!","С днем рождения, Мюриэль!","С днем рождения, Мюриэль!",0.9934129118919373,0.9934129118919373,0.9934129118919373
1464,1464,Words fail me.,У меня нет слов.,Слова подводят меня.,Слова подводят меня.,Слова подводят меня.,0.9967431426048279,0.9967431426048279,0.9967431426048279
1465,1465,I'm speechless.,У меня нет слов.,У меня нет слов.,У меня нет слов.,У меня нет слов.,0.9972857236862183,0.9972857236862183,0.9972857236862183
1466,1466,I am at a loss for words.,У меня нет слов.,Я теряю слова.,Я теряю слова.,Мне не хватает слов.,0.9957315325737,0.9957315325737,0.9966278672218323
1467,1467,I have no words.,У меня нет слов.,У меня нет слов.,У меня нет слов.,У меня нет слов.,0.9972857236862183,0.9972857236862183,0.9972857236862183
1468,1468,I am speechless.,У меня нет слов.,У меня нет слов.,У меня нет слов.,У меня нет слов.,0.9972857236862183,0.9972857236862183,0.9972857236862183
1469,1469,I don't know what to say...,"Не знаю, что и сказать.","Я не знаю, что сказать...","Я не знаю, что сказать...","Я не знаю, что сказать...",0.9978522062301636,0.9978522062301636,0.9978522062301636
1470,1470,That was an angry bunny.,Это был злой кролик.,Это был злой кролик.,Это был злой кролик.,Это был злой кролик.,0.997338593006134,0.997338593006134,0.997338593006134
1471,1471,It was an evil bunny.,Это был злой кролик.,Это был злой кролик.,Это был злой кролик.,Это был злой кролик.,0.997338593006134,0.997338593006134,0.997338593006134
1472,1472,Is this a new photo?,Это новая фотография?,Это новая фотография?,Это новая фотография?,Это новая фотография?,0.9980023503303528,0.9980023503303528,0.9980023503303528
1473,1473,I don't know if I'll have time.,"Я не знаю, будет ли у меня время.","Не знаю, будет ли у меня время.","Не знаю, будет ли у меня время.","Не знаю, будет ли у меня время.",0.9956803321838379,0.9956803321838379,0.9956803321838379
1474,1474,For some reason the microphone didn't work earlier.,Микрофон по какой-то причине до этого не работал.,По какой-то причине микрофон не работал раньше.,По какой-то причине микрофон не работал раньше.,По какой-то причине микрофон не работал раньше.,0.9881298542022705,0.9881298542022705,0.9881298542022705
1475,1475,Everyone must learn on their own in the end.,"Каждый, в итоге, должен учиться сам.","В конце концов, каждый должен учиться сам.","В конце концов, каждый должен учиться сам.","В конце концов, каждый должен учиться сам.",0.9967303276062012,0.9967303276062012,0.9967303276062012
1476,1476,Learning should not be forced. Learning should be encouraged.,Учиться нельзя заставлять. Учёбу нужно поощрять.,Обучение не должно быть принудительным. Следует поощрять обучение.,Обучение не должно быть принудительным. Следует поощрять обучение.,Обучение не должно быть принудительным. Следует поощрять обучение.,0.994126558303833,0.994126558303833,0.994126558303833
1477,1477,"It is a difficult task, choosing what is ""right"" or ""wrong"", but you have to do it.","Нелегко решать, что правильно, а что нет, но приходится это делать.","Это трудная задача, выбирая, что является «правильным» или «неверным», но вы должны сделать это.","Это трудная задача, выбирая, что является «правильным» или «неверным», но вы должны сделать это.","Это трудная задача, выбирая, что является «правильным» или «неверным», но вы должны сделать это.",0.7918701171875,0.7918701171875,0.7918701171875
1478,1478,That won't change anything.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1479,1479,That won't make any difference.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1480,1480,That will change nothing.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1481,1481,It won't make any difference.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1482,1482,It won't change anything.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1483,1483,That won't change a thing.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1484,1484,That'll change nothing.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,Это ничего не изменит.,0.9978799819946289,0.9978799819946289,0.9978799819946289
1485,1485,I earn 100 Euros a day.,Я зарабатываю сто евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,0.9978048205375671,0.9978048205375671,0.9978048205375671
1486,1486,I make 100 euros per day.,Я зарабатываю сто евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,0.9978048205375671,0.9978048205375671,0.9978048205375671
1487,1487,I make 100 euros a day.,Я зарабатываю сто евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,Я зарабатываю 100 евро в день.,0.9978048205375671,0.9978048205375671,0.9978048205375671
1488,1488,Maybe I'll just give up soon and take a nap instead.,"Я, может, скоро сдамся и вместо этого пойду вздремну.","Может, я скоро сдамся и вздремну.","Может, я скоро сдамся и вздремну.","Может, я скоро сдамся и вздремну.",0.9876235723495483,0.9876235723495483,0.9876235723495483
1489,1489,That's not going to happen.,Этого не случится.,Этого не случится.,Этого не случится.,Этого не случится.,0.99673992395401,0.99673992395401,0.99673992395401
1490,1490,It's not going to happen.,Этого не случится.,Этого не случится.,Этого не случится.,Этого не случится.,0.99673992395401,0.99673992395401,0.99673992395401
1491,1491,It isn't going to happen.,Этого не случится.,Этого не случится.,Этого не случится.,Этого не случится.,0.99673992395401,0.99673992395401,0.99673992395401
1492,1492,Don't worry.,Не беспокойся.,Не волнуйся.,Не волнуйся.,Не волнуйся.,0.9957082271575928,0.9957082271575928,0.9957082271575928
1493,1493,Don't bother.,Не беспокойся.,Не беспокойся.,Не беспокойся.,Не беспокойся.,0.9955825209617615,0.9955825209617615,0.9955825209617615
1494,1494,Don't be worried.,Не беспокойся.,Не волнуйся.,Не волнуйся.,Не волнуйся.,0.9957082271575928,0.9957082271575928,0.9957082271575928
1495,1495,I’ll call them tomorrow when I return home.,"Я позвоню им завтра, когда вернусь домой.","Я позвоню им завтра, когда вернусь домой.","Я позвоню им завтра, когда вернусь домой.","Я позвоню им завтра, когда вернусь домой.",0.9961232542991638,0.9961232542991638,0.9961232542991638
1496,1496,I'll go.,Я пойду.,Я пойду.,Я пойду.,Я пойду.,0.9933463335037231,0.9933463335037231,0.9933463335037231
1497,1497,I will go.,Я пойду.,Я пойду.,Я пойду.,Я пойду.,0.9933463335037231,0.9933463335037231,0.9933463335037231
1498,1498,I'll be going.,Я пойду.,Я пойду.,Я пойду.,Я пойду.,0.9933463335037231,0.9933463335037231,0.9933463335037231
1499,1499,I've gotta go.,Я пойду.,Мне пора.,Мне пора.,Мне пора.,0.9968037605285645,0.9968037605285645,0.9968037605285645
1500,1500,I can't live this way anymore.,Я так жить не могу.,Я больше не могу так жить.,Я больше не могу так жить.,Я больше не могу так жить.,0.9971177577972412,0.9971177577972412,0.9971177577972412
1501,1501,I can't live like this.,Я так жить не могу.,Я не могу так жить.,Я не могу так жить.,Я не могу так жить.,0.9965439438819885,0.9965439438819885,0.9965439438819885
1502,1502,I never liked Biology.,Я никогда не любил биологию.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,0.9955447316169739,0.9955447316169739,0.9955447316169739
1503,1503,"Unfortunately, it's true.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.",0.9934410452842712,0.9934410452842712,0.9934410452842712
1504,1504,"Unfortunately, that's true.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.",0.9934410452842712,0.9934410452842712,0.9934410452842712
1505,1505,"Unfortunately, that is true.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.",0.9934410452842712,0.9934410452842712,0.9934410452842712
1506,1506,"No, not me, but you!","Нет, не я, а ты!","Нет, не я, а ты!","Нет, не я, а ты!","Нет, не я, а ты!",0.9923298954963684,0.9923298954963684,0.9923298954963684
1507,1507,That's my answer!,Это мой ответ!,Это мой ответ!,Это мой ответ!,Это мой ответ!,0.9982142448425293,0.9982142448425293,0.9982142448425293
1508,1508,Are you certain?,Ты уверен?,Ты уверен?,Ты уверен?,Ты уверен?,0.9971640706062317,0.9971640706062317,0.9971640706062317
1509,1509,It's not surprising.,Это не удивительно.,Ничего удивительного.,Ничего удивительного.,Ничего удивительного.,0.9968018531799316,0.9968018531799316,0.9968018531799316
1510,1510,If I could be like that...,Если бы я мог быть таким...,Если бы я мог быть таким...,Если бы я мог быть таким...,Если бы я мог быть таким...,0.9941387176513672,0.9941387176513672,0.9941387176513672
1511,1511,That depends on the context.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,0.9973368048667908,0.9973368048667908,0.9973368048667908
1512,1512,Are you kidding?,Ты шутишь?,Ты шутишь?,Ты шутишь?,Ты шутишь?,0.996681272983551,0.996681272983551,0.996681272983551
1513,1513,Are you joking?,Ты шутишь?,Ты шутишь?,Ты шутишь?,Ты шутишь?,0.996681272983551,0.996681272983551,0.996681272983551
1514,1514,"I don't want to be lame, I want to be cool!!","Я не хочу быть жалким, я хочу быть крутым!!","Я не хочу быть отстойной, я хочу быть крутой!!","Я не хочу быть отстойной, я хочу быть крутой!!","Я не хочу быть отстойной, я хочу быть крутой!!",0.9922404289245605,0.9922404289245605,0.9922404289245605
1515,1515,Then what?,Так что?,И что потом?,И что потом?,И что потом?,0.9981054067611694,0.9981054067611694,0.9981054067611694
1516,1516,"Yeah, and?",Так что?,"Да, и что?","Да, и что?","Да, и что?",0.9954503178596497,0.9954503178596497,0.9954503178596497
1517,1517,So?,Так что?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
1518,1518,"So, what?",Так что?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
1519,1519,I will shoot him.,Я пристрелю его.,Я пристрелю его.,Я пристрелю его.,Я пристрелю его.,0.9964082837104797,0.9964082837104797,0.9964082837104797
1520,1520,I'm not a real fish; I'm just a cuddle toy.,Я не настоящая рыба; я всего лишь плюшевая игрушка.,"Я не настоящая рыба, я всего лишь игрушка для обнимашек.","Я не настоящая рыба, я всего лишь игрушка для обнимашек.","Я не настоящая рыба, я всего лишь игрушка для обнимашек.",0.9976760745048523,0.9976760745048523,0.9976760745048523
1521,1521,I'm just saying.,Я всего лишь говорю!,Я просто говорю.,Я просто говорю.,Я просто говорю.,0.9959717392921448,0.9959717392921448,0.9959717392921448
1522,1522,"It was always interesting to me, how it is to have brothers and sisters.","Мне всегда было интересно, как это - иметь братьев и сестер.",Мне всегда было интересно иметь братьев и сестер.,Мне всегда было интересно иметь братьев и сестер.,Мне всегда было интересно иметь братьев и сестер.,0.9861363172531128,0.9861363172531128,0.9861363172531128
1523,1523,I would have said it exactly like this.,Я бы так и сказал.,Я бы сказал именно так.,Я бы сказал именно так.,Я бы сказал именно так.,0.9934096932411194,0.9934096932411194,0.9934096932411194
1524,1524,I will need an eternity to explain everything.,"Мне потребуется вечность, чтобы всё объяснить.","Мне понадобится вечность, чтобы всё объяснить.","Мне понадобится вечность, чтобы всё объяснить.","Мне понадобится вечность, чтобы всё объяснить.",0.9977341890335083,0.9977341890335083,0.9977341890335083
1525,1525,It's because you're a girl.,"Это потому, что ты девушка.","Это потому, что ты девушка.","Это потому, что ты девушка.","Это потому, что ты девушка.",0.9820963144302368,0.9820963144302368,0.9820963144302368
1526,1526,Sometimes I can't hold my emotions.,Иногда я не могу сдержать эмоций.,Иногда я не могу сдерживать эмоции.,Иногда я не могу сдерживать эмоции.,Иногда я не могу сдерживать эмоции.,0.9970369338989258,0.9970369338989258,0.9970369338989258
1527,1527,Let's think about the worst that could happen.,"Давай подумаем, что может произойти в худшем случае.","Давайте подумаем о худшем, что может случиться.","Давайте подумаем о худшем, что может случиться.","Давайте подумаем о худшем, что может случиться.",0.9935207962989807,0.9935207962989807,0.9935207962989807
1528,1528,It's true.,Так оно и есть.,Это правда.,Это правда.,Это правда.,0.9938217401504517,0.9938217401504517,0.9938217401504517
1529,1529,This is true.,Так оно и есть.,Это правда.,Это правда.,Это правда.,0.9938217401504517,0.9938217401504517,0.9938217401504517
1530,1530,That's true.,Так оно и есть.,Это правда.,Это правда.,Это правда.,0.9938217401504517,0.9938217401504517,0.9938217401504517
1531,1531,And why do you ask?,Почему ты спрашиваешь?,И почему ты спрашиваешь?,И почему ты спрашиваешь?,И почему ты спрашиваешь?,0.9968585968017578,0.9968585968017578,0.9968585968017578
1532,1532,Why are you asking?,Почему ты спрашиваешь?,Почему ты спрашиваешь?,Почему ты спрашиваешь?,Почему ты спрашиваешь?,0.9972432851791382,0.9972432851791382,0.9972432851791382
1533,1533,People can't live forever.,Люди не могут жить вечно.,Люди не могут жить вечно.,Люди не могут жить вечно.,Люди не могут жить вечно.,0.9976958632469177,0.9976958632469177,0.9976958632469177
1534,1534,Humans cannot live forever.,Люди не могут жить вечно.,Люди не могут жить вечно.,Люди не могут жить вечно.,Люди не могут жить вечно.,0.9976958632469177,0.9976958632469177,0.9976958632469177
1535,1535,It's interesting.,Это интересно.,Это интересно.,Это интересно.,Это интересно.,0.9938974976539612,0.9938974976539612,0.9938974976539612
1536,1536,That's interesting.,Это интересно.,Это интересно.,Это интересно.,Это интересно.,0.9938974976539612,0.9938974976539612,0.9938974976539612
1537,1537,This is interesting.,Это интересно.,Это интересно.,Это интересно.,Это интересно.,0.9938974976539612,0.9938974976539612,0.9938974976539612
1538,1538,Do you mean you hide your beauty intentionally?,"Ты хочешь сказать, что намеренно скрываешь свою красоту?","Ты имеешь в виду, что намеренно скрываешь свою красоту?","Ты имеешь в виду, что намеренно прячешь свою красоту?","Ты имеешь в виду, что намеренно прячешь свою красоту?",0.9961647987365723,0.9959332346916199,0.9959332346916199
1539,1539,It doesn't matter.,Это не важно.,Это неважно.,Это неважно.,Это неважно.,0.994403600692749,0.994403600692749,0.994403600692749
1540,1540,It isn't important.,Это не важно.,Это не важно.,Это не важно.,Это не важно.,0.9969910383224487,0.9969910383224487,0.9969910383224487
1541,1541,That's not important.,Это не важно.,Это не важно.,Это не важно.,Это не важно.,0.9969910383224487,0.9969910383224487,0.9969910383224487
1542,1542,Thanks for the explanation.,Спасибо за объяснение.,Спасибо за объяснение.,Спасибо за объяснение.,Спасибо за объяснение.,0.9967057108879089,0.9967057108879089,0.9967057108879089
1543,1543,Thank you for your explanation.,Спасибо за объяснение.,Спасибо за объяснение.,Спасибо за объяснение.,Спасибо за объяснение.,0.9967057108879089,0.9967057108879089,0.9967057108879089
1544,1544,What happened?,Что случилось?,Что случилось?,Что случилось?,Что случилось?,0.9971150159835815,0.9971150159835815,0.9971150159835815
1545,1545,What's the matter?,Что случилось?,В чем дело?,В чем дело?,В чем дело?,0.997613787651062,0.997613787651062,0.997613787651062
1546,1546,What's happened?,Что случилось?,Что случилось?,Что случилось?,Что случилось?,0.9971150159835815,0.9971150159835815,0.9971150159835815
1547,1547,What has happened?,Что случилось?,Что случилось?,Что случилось?,Что случилось?,0.9971150159835815,0.9971150159835815,0.9971150159835815
1548,1548,It scares me not to see you online the entire day.,"Я испытываю страх, если не вижу тебя в онлайне в течение всего дня.","Меня пугает то, что я не вижу тебя в интернете весь день.","Меня пугает то, что я не вижу тебя в интернете весь день.","Меня пугает то, что я не вижу тебя в интернете весь день.",0.9873104095458984,0.9873104095458984,0.9873104095458984
1549,1549,I don't understand what you mean.,"Я не понимаю, что ты имеешь в виду.","Я не понимаю, что ты имеешь в виду.","Я не понимаю, что ты имеешь в виду.","Я не понимаю, что ты имеешь в виду.",0.9964543581008911,0.9964543581008911,0.9964543581008911
1550,1550,"I don't want to imagine ever looking up ""Viagra"" on Wikipedia.","Мне не хотелось бы думать, что однажды мне придется искать слово ""виагра"" в Википедии.","Я не хочу даже представить, как можно смотреть ""Виагру"" на Википедию.","Я не хочу даже представить себе ""Виагру"" на Википедии.","Я не хочу, чтобы ты когда-нибудь смотрел ""Виагру"" на Википедию.",0,0.9961042404174805,0
1551,1551,Nobody will know.,Никто не узнает.,Никто не узнает.,Никто не узнает.,Никто не узнает.,0.99762362241745,0.99762362241745,0.99762362241745
1552,1552,Nobody'll know.,Никто не узнает.,Никто не узнает.,Никто не узнает.,Никто не узнает.,0.99762362241745,0.99762362241745,0.99762362241745
1553,1553,No one is going to know.,Никто не узнает.,Никто не узнает.,Никто не узнает.,Никто не узнает.,0.99762362241745,0.99762362241745,0.99762362241745
1554,1554,No one will find out.,Никто не узнает.,Никто не узнает.,Никто не узнает.,Никто не узнает.,0.99762362241745,0.99762362241745,0.99762362241745
1555,1555,How did you reply?,Что ты ответил?,Как вы ответили?,Как вы ответили?,Как вы ответили?,0.997327446937561,0.997327446937561,0.997327446937561
1556,1556,What did you reply?,Что ты ответил?,Что ты ответил?,Что ты ответил?,Что ты ответил?,0.9978457689285278,0.9978457689285278,0.9978457689285278
1557,1557,What is the problem?,В чем проблема?,В чем проблема?,В чем проблема?,В чем проблема?,0.9974162578582764,0.9974162578582764,0.9974162578582764
1558,1558,What's the problem?,В чем проблема?,В чем проблема?,В чем проблема?,В чем проблема?,0.9974162578582764,0.9974162578582764,0.9974162578582764
1559,1559,I no longer like you.,Ты мне больше не нравишься.,Ты мне больше не нравишься.,Ты мне больше не нравишься.,Ты мне больше не нравишься.,0.9972243309020996,0.9972243309020996,0.9972243309020996
1560,1560,I don't want to wait so long.,Я не хочу ждать так долго.,Я не хочу так долго ждать.,Я не хочу так долго ждать.,Я не хочу так долго ждать.,0.9975256323814392,0.9975256323814392,0.9975256323814392
1561,1561,I don't know what to do any more.,"Я уже не знаю, что делать.","Я больше не знаю, что делать.","Я больше не знаю, что делать.","Я больше не знаю, что делать.",0.9961410164833069,0.9961410164833069,0.9961410164833069
1562,1562,Sometime I'll definitely visit France. I just don't know exactly when.,"Когда-нибудь я обязательно поеду во Францию, просто пока не знаю когда.","Когда-нибудь я обязательно поеду во Францию. Я просто не знаю, когда именно.","Когда-нибудь я обязательно поеду во Францию. Я просто не знаю, когда именно.","Когда-нибудь я обязательно поеду во Францию. Я просто не знаю, когда именно.",0.9810872673988342,0.9810872673988342,0.9810872673988342
1563,1563,I didn't want that to happen.,"Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.",0.9902849793434143,0.9902849793434143,0.9902849793434143
1564,1564,I didn't want it to happen.,"Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.","Я не хотел, чтобы это случилось.",0.9902849793434143,0.9902849793434143,0.9902849793434143
1565,1565,I did want that to happen.,"Я не хотел, чтобы это случилось.","Я хотел, чтобы это произошло.","Я хотел, чтобы это произошло.","Я хотел, чтобы это произошло.",0.9814693927764893,0.9814693927764893,0.9814693927764893
1566,1566,What options do I have left?,Какие у меня есть еще варианты?,Какие варианты у меня остались?,Какие варианты у меня остались?,Какие варианты у меня остались?,0.9968589544296265,0.9968589544296265,0.9968589544296265
1567,1567,I can’t do any better.,Не могу сделать ничего лучше.,Лучше некуда.,Лучше некуда.,Лучше некуда.,0.992949366569519,0.992949366569519,0.992949366569519
1568,1568,That's where the problem is.,В этом и заключается проблема.,Вот в чем проблема.,Вот в чем проблема.,Вот в чем проблема.,0.9967508316040039,0.9967508316040039,0.9967508316040039
1569,1569,All you can do is trust in someone.,"Тебе ничего не остаётся, кроме того, как довериться кому-либо.","Всё, что ты можешь, это доверять кому-то.","Всё, что ты можешь, это доверять кому-то.","Всё, что ты можешь, это доверять кому-то.",0.9314892292022705,0.9314892292022705,0.9314892292022705
1570,1570,Foreign people are amusing.,Иностранцы занятны.,Иностранные люди забавны.,Иностранные люди забавны.,Иностранные люди забавны.,0.9979773163795471,0.9979773163795471,0.9979773163795471
1571,1571,"""A cat?"" asked the old man.","""Кошка?"" - спросил пожилой мужчина.","""Кот?"" Спросил старика.","""Кот?"" Спросил старика.","""Кот?"" Спросил старика.",0.9753314256668091,0.9753314256668091,0.9753314256668091
1572,1572,There's no doubt: the universe is infinite.,Нет сомненья: вселенная бесконечна.,Нет сомнений: вселенная бесконечна.,Нет сомнений: вселенная бесконечна.,Нет сомнений: вселенная бесконечна.,0.9963868856430054,0.9963868856430054,0.9963868856430054
1573,1573,It's too expensive.,Это слишком дорого!,Это слишком дорого.,Это слишком дорого.,Это слишком дорого.,0.997199296951294,0.997199296951294,0.997199296951294
1574,1574,This is too expensive!,Это слишком дорого!,Это слишком дорого!,Это слишком дорого!,Это слишком дорого!,0.9982454776763916,0.9982454776763916,0.9982454776763916
1575,1575,You're right.,Ты прав.,Ты прав.,Ты прав.,Ты прав.,0.9950175881385803,0.9950175881385803,0.9950175881385803
1576,1576,You are right.,Ты прав.,Ты прав.,Ты прав.,Ты прав.,0.9950175881385803,0.9950175881385803,0.9950175881385803
1577,1577,Life is sweet.,Жизнь прекрасна.,Жизнь прелестна.,Жизнь прелестна.,Жизнь прелестна.,0.9969447255134583,0.9969447255134583,0.9969447255134583
1578,1578,Life is wonderful.,Жизнь прекрасна.,Жизнь прекрасна.,Жизнь прекрасна.,Жизнь прекрасна.,0.9937832355499268,0.9937832355499268,0.9937832355499268
1579,1579,I like lasagna.,Я люблю лазанью.,Я люблю лазанью.,Я люблю лазанью.,Я люблю лазанью.,0.9977217316627502,0.9977217316627502,0.9977217316627502
1580,1580,What are you talking about!?,О чём ты?,О чем ты говоришь!?,О чем ты говоришь!?,О чем ты говоришь!?,0.9969082474708557,0.9969082474708557,0.9969082474708557
1581,1581,What are you about?,О чём ты?,О чем ты?,О чем ты?,О чем ты?,0.9956348538398743,0.9956348538398743,0.9956348538398743
1582,1582,What are you on about?,О чём ты?,О чем ты говоришь?,О чем ты говоришь?,О чем ты говоришь?,0.9972350001335144,0.9972350001335144,0.9972350001335144
1583,1583,What are you talking about?!,О чём ты?,О чем ты говоришь?!,О чем ты говоришь?!,О чем ты говоришь?!,0.9971166849136353,0.9971166849136353,0.9971166849136353
1584,1584,What're you talking about?,О чём ты?,О чем ты говоришь?,О чем ты говоришь?,О чем ты говоришь?,0.9972350001335144,0.9972350001335144,0.9972350001335144
1585,1585,Winter is the most favorite season of mine.,Зима — моё любимое время года.,Зима - самый любимый сезон в моей жизни.,Зима - самый любимый сезон в моей жизни.,Зима - самый любимый сезон в моей жизни.,0.9940950870513916,0.9940950870513916,0.9940950870513916
1586,1586,Winter is the season I like best.,Зима — моё любимое время года.,"Зима - это сезон, который мне больше всего нравится.","Зима - это сезон, который мне больше всего нравится.","Зима - это сезон, который мне больше всего нравится.",0.9907901287078857,0.9907901287078857,0.9907901287078857
1587,1587,Winter is my favourite season.,Зима — моё любимое время года.,Зима - мой любимый сезон.,Зима - мой любимый сезон.,Зима - мой любимый сезон.,0.9955058097839355,0.9955058097839355,0.9955058097839355
1588,1588,Which country are you from?,Из какой ты страны?,Ты из какой страны?,Ты из какой страны?,Ты из какой страны?,0.9960592985153198,0.9960592985153198,0.9960592985153198
1589,1589,What country are you from?,Из какой ты страны?,Из какой ты страны?,Из какой ты страны?,Из какой ты страны?,0.9973129630088806,0.9973129630088806,0.9973129630088806
1590,1590,We have to take him to the hospital immediately; he is seriously injured!,Нам нужно срочно доставить его в больницу - он серьезно травмирован.,"Мы должны немедленно отвезти его в больницу, он серьезно ранен!","Мы должны немедленно отвезти его в больницу, он серьезно ранен!","Мы должны немедленно отвезти его в больницу, он серьезно ранен!",0.9976546168327332,0.9976546168327332,0.9976546168327332
1591,1591,Go and speak to my colleague.,Идите поговорите с моим коллегой.,Иди и поговори с моим коллегой.,Иди и поговори с моим коллегой.,Иди и поговори с моим коллегой.,0.9972277283668518,0.9972277283668518,0.9972277283668518
1592,1592,Tell me about it!,Расскажи мне об этом!,Расскажи мне об этом!,Расскажи мне об этом!,Расскажи мне об этом!,0.9970034956932068,0.9970034956932068,0.9970034956932068
1593,1593,Tell me about it!,И не говори!,Расскажи мне об этом!,Расскажи мне об этом!,Расскажи мне об этом!,0.9970034956932068,0.9970034956932068,0.9970034956932068
1594,1594,Tell me about it!,И не говорите!,Расскажи мне об этом!,Расскажи мне об этом!,Расскажи мне об этом!,0.9970034956932068,0.9970034956932068,0.9970034956932068
1595,1595,Let's not be in too much of a hurry.,Давай не будем слишком спешить.,Давай не будем торопиться.,Давай не будем торопиться.,Давай не будем торопиться.,0.9972823858261108,0.9972823858261108,0.9972823858261108
1596,1596,In which folder did you save the file?,В какой папке ты сохранил файл?,В какой папке вы сохранили файл?,В какой папке вы сохранили файл?,В какой папке вы сохранили файл?,0.9975741505622864,0.9975741505622864,0.9975741505622864
1597,1597,Maria has long hair.,У Марии длинные волосы.,У Марии длинные волосы.,У Марии длинные волосы.,У Марии длинные волосы.,0.9974161386489868,0.9974161386489868,0.9974161386489868
1598,1598,You don't have to come tomorrow.,Завтра можешь не приходить.,Тебе не обязательно приходить завтра.,Тебе не обязательно приходить завтра.,Тебе не обязательно приходить завтра.,0.9949542880058289,0.9949542880058289,0.9949542880058289
1599,1599,You don't have to come tomorrow.,Завтра можете не приходить.,Тебе не обязательно приходить завтра.,Тебе не обязательно приходить завтра.,Тебе не обязательно приходить завтра.,0.9949542880058289,0.9949542880058289,0.9949542880058289
1600,1600,I have to take medicine.,Я должен принимать лекарства.,Мне нужно принять лекарство.,Мне нужно принять лекарство.,Мне нужно принять лекарство.,0.9972087740898132,0.9972087740898132,0.9972087740898132
1601,1601,Nara is a quiet and beautiful city.,Нара - тихий и красивый город.,Нара - тихий и красивый город.,Нара - тихий и красивый город.,Нара - тихий и красивый город.,0.9934765696525574,0.9934765696525574,0.9934765696525574
1602,1602,I'm taking a walk in a park.,Я гуляю в парке.,Я гуляю в парке.,Я гуляю в парке.,Я гуляю в парке.,0.9972858428955078,0.9972858428955078,0.9972858428955078
1603,1603,My hobby is to listen to music.,Моё хобби — слушать музыку.,Моё хобби - слушать музыку.,Моё хобби - слушать музыку.,Моё хобби - слушать музыку.,0.9968031644821167,0.9968031644821167,0.9968031644821167
1604,1604,"If you are free, give me a hand.","Если ты свободен, помоги мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.",0.9956122636795044,0.9956122636795044,0.9956122636795044
1605,1605,"If you are free, give me a hand.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.",0.9956122636795044,0.9956122636795044,0.9956122636795044
1606,1606,"If you are free, give me a hand.","Если ты не занят, помоги мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.",0.9956122636795044,0.9956122636795044,0.9956122636795044
1607,1607,"If you are free, give me a hand.","Если вы не заняты, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.","Если вы свободны, помогите мне.",0.9956122636795044,0.9956122636795044,0.9956122636795044
1608,1608,I work even on Sunday.,Я работаю даже в воскресенье.,Я работаю даже в воскресенье.,Я работаю даже в воскресенье.,Я работаю даже в воскресенье.,0.9961821436882019,0.9961821436882019,0.9961821436882019
1609,1609,I work even on Sunday.,Я даже в воскресенье работаю.,Я работаю даже в воскресенье.,Я работаю даже в воскресенье.,Я работаю даже в воскресенье.,0.9961821436882019,0.9961821436882019,0.9961821436882019
1610,1610,He's not working much at the moment.,У него не очень много работы на данный момент.,В данный момент он мало работает.,В данный момент он мало работает.,В данный момент он мало работает.,0.9948846697807312,0.9948846697807312,0.9948846697807312
